name,partition,set,error
6plf,crystal,pdbbind,no ligand for 6plf (pdbbind set)
1c5x,docking,pdbbind,1c5x does not contain any pose data
1c5x,crystal,pdbbind,no ligand for 1c5x (pdbbind set)
1mai,docking,pdbbind,1mai does not contain any pose data
1mai,crystal,pdbbind,no ligand for 1mai (pdbbind set)
2fqw,docking,pdbbind,2fqw does not contain any pose data
2fqw,crystal,pdbbind,no ligand for 2fqw (pdbbind set)
2iwx,docking,pdbbind,2iwx does not contain any pose data
2iwx,crystal,pdbbind,no ligand for 2iwx (pdbbind set)
2qbs,docking,pdbbind,2qbs does not contain any pose data
2qbs,crystal,pdbbind,no ligand for 2qbs (pdbbind set)
3o75,docking,pdbbind,3o75 does not contain any pose data
3o75,crystal,pdbbind,no ligand for 3o75 (pdbbind set)
3su1,docking,pdbbind,3su1 does not contain any pose data
3su1,crystal,pdbbind,no ligand for 3su1 (pdbbind set)
3zhx,docking,pdbbind,3zhx does not contain any pose data
3zhx,crystal,pdbbind,no ligand for 3zhx (pdbbind set)
4ca8,docking,pdbbind,4ca8 does not contain any pose data
4ca8,crystal,pdbbind,no ligand for 4ca8 (pdbbind set)
4ew2,docking,pdbbind,4ew2 does not contain any pose data
4ew2,crystal,pdbbind,no ligand for 4ew2 (pdbbind set)
5o4f,docking,pdbbind,5o4f does not contain any pose data
5o4f,crystal,pdbbind,no ligand for 5o4f (pdbbind set)
6ayi,docking,pdbbind,6ayi does not contain any pose data
6ayi,crystal,pdbbind,no ligand for 6ayi (pdbbind set)
2jew,docking,pdbbind,2jew does not contain any pose data
2jew,crystal,pdbbind,no ligand for 2jew (pdbbind set)
2xn5,docking,pdbbind,2xn5 does not contain any pose data
2xn5,crystal,pdbbind,no ligand for 2xn5 (pdbbind set)
5a6x,docking,pdbbind,5a6x does not contain any pose data
5a6x,crystal,pdbbind,no ligand for 5a6x (pdbbind set)
5fs5,docking,pdbbind,5fs5 does not contain any pose data
5fs5,crystal,pdbbind,no ligand for 5fs5 (pdbbind set)
5yhe,docking,pdbbind,5yhe does not contain any pose data
5yhe,crystal,pdbbind,no ligand for 5yhe (pdbbind set)
5z66,docking,pdbbind,5z66 does not contain any pose data
5z66,crystal,pdbbind,no ligand for 5z66 (pdbbind set)
1b0h,docking,pdbbind,1b0h does not contain any pose data
1b0h,crystal,pdbbind,no ligand for 1b0h (pdbbind set)
1b3g,docking,pdbbind,1b3g does not contain any pose data
1b3g,crystal,pdbbind,no ligand for 1b3g (pdbbind set)
1eld,docking,pdbbind,1eld does not contain any pose data
1eld,crystal,pdbbind,no ligand for 1eld (pdbbind set)
1f3e,docking,pdbbind,1f3e does not contain any pose data
1f3e,crystal,pdbbind,no ligand for 1f3e (pdbbind set)
1koj,docking,pdbbind,1koj does not contain any pose data
1koj,crystal,pdbbind,no ligand for 1koj (pdbbind set)
1nki,docking,pdbbind,1nki does not contain any pose data
1nki,crystal,pdbbind,no ligand for 1nki (pdbbind set)
2a5s,docking,pdbbind,2a5s does not contain any pose data
2a5s,crystal,pdbbind,no ligand for 2a5s (pdbbind set)
2evl,docking,pdbbind,2evl does not contain any pose data
2evl,crystal,pdbbind,no ligand for 2evl (pdbbind set)
2oxx,docking,pdbbind,2oxx does not contain any pose data
2oxx,crystal,pdbbind,no ligand for 2oxx (pdbbind set)
2py4,docking,pdbbind,2py4 does not contain any pose data
2py4,crystal,pdbbind,no ligand for 2py4 (pdbbind set)
3eko,docking,pdbbind,3eko does not contain any pose data
3eko,crystal,pdbbind,no ligand for 3eko (pdbbind set)
3hzk,docking,pdbbind,3hzk does not contain any pose data
3hzk,crystal,pdbbind,no ligand for 3hzk (pdbbind set)
3mhi,docking,pdbbind,3mhi does not contain any pose data
3mhi,crystal,pdbbind,no ligand for 3mhi (pdbbind set)
3pck,docking,pdbbind,3pck does not contain any pose data
3pck,crystal,pdbbind,no ligand for 3pck (pdbbind set)
3pgu,docking,pdbbind,3pgu does not contain any pose data
3pgu,crystal,pdbbind,no ligand for 3pgu (pdbbind set)
3t60,docking,pdbbind,3t60 does not contain any pose data
3t60,crystal,pdbbind,no ligand for 3t60 (pdbbind set)
3t64,docking,pdbbind,3t64 does not contain any pose data
3t64,crystal,pdbbind,no ligand for 3t64 (pdbbind set)
4ewn,docking,pdbbind,4ewn does not contain any pose data
4ewn,crystal,pdbbind,no ligand for 4ewn (pdbbind set)
4f09,docking,pdbbind,4f09 does not contain any pose data
4f09,crystal,pdbbind,no ligand for 4f09 (pdbbind set)
4io2,docking,pdbbind,4io2 does not contain any pose data
4io2,crystal,pdbbind,no ligand for 4io2 (pdbbind set)
4jyc,docking,pdbbind,4jyc does not contain any pose data
4jyc,crystal,pdbbind,no ligand for 4jyc (pdbbind set)
4jz1,docking,pdbbind,4jz1 does not contain any pose data
4jz1,crystal,pdbbind,no ligand for 4jz1 (pdbbind set)
4m13,docking,pdbbind,4m13 does not contain any pose data
4m13,crystal,pdbbind,no ligand for 4m13 (pdbbind set)
4m14,docking,pdbbind,4m14 does not contain any pose data
4m14,crystal,pdbbind,no ligand for 4m14 (pdbbind set)
4o2p,docking,pdbbind,4o2p does not contain any pose data
4o2p,crystal,pdbbind,no ligand for 4o2p (pdbbind set)
5g17,docking,pdbbind,5g17 does not contain any pose data
5g17,crystal,pdbbind,no ligand for 5g17 (pdbbind set)
5g5v,docking,pdbbind,5g5v does not contain any pose data
5g5v,crystal,pdbbind,no ligand for 5g5v (pdbbind set)
5nvv,docking,pdbbind,5nvv does not contain any pose data
5nvv,crystal,pdbbind,no ligand for 5nvv (pdbbind set)
6ebe,docking,pdbbind,6ebe does not contain any pose data
6ebe,crystal,pdbbind,no ligand for 6ebe (pdbbind set)
6i67,docking,pdbbind,6i67 does not contain any pose data
6i67,crystal,pdbbind,no ligand for 6i67 (pdbbind set)
6n9l,docking,pdbbind,6n9l does not contain any pose data
6n9l,crystal,pdbbind,no ligand for 6n9l (pdbbind set)
6rfn,docking,pdbbind,6rfn does not contain any pose data
6rfn,crystal,pdbbind,no ligand for 6rfn (pdbbind set)
2f94,docking,pdbbind,2f94 does not contain any pose data
2f94,crystal,pdbbind,no ligand for 2f94 (pdbbind set)
4cd5,docking,pdbbind,4cd5 does not contain any pose data
4cd5,crystal,pdbbind,no ligand for 4cd5 (pdbbind set)
4pvy,docking,pdbbind,4pvy does not contain any pose data
4pvy,crystal,pdbbind,no ligand for 4pvy (pdbbind set)
5odx,docking,pdbbind,5odx does not contain any pose data
5odx,crystal,pdbbind,no ligand for 5odx (pdbbind set)
5op4,docking,pdbbind,5op4 does not contain any pose data
5op4,crystal,pdbbind,no ligand for 5op4 (pdbbind set)
5tt3,docking,pdbbind,5tt3 does not contain any pose data
5tt3,crystal,pdbbind,no ligand for 5tt3 (pdbbind set)
6ghh,docking,pdbbind,6ghh does not contain any pose data
6ghh,crystal,pdbbind,no ligand for 6ghh (pdbbind set)
1rbp,docking,pdbbind,1rbp does not contain any pose data
1rbp,crystal,pdbbind,no ligand for 1rbp (pdbbind set)
2jdu,docking,pdbbind,2jdu does not contain any pose data
2jdu,crystal,pdbbind,no ligand for 2jdu (pdbbind set)
2vpn,docking,pdbbind,2vpn does not contain any pose data
2vpn,crystal,pdbbind,no ligand for 2vpn (pdbbind set)
2xc0,docking,pdbbind,2xc0 does not contain any pose data
2xc0,crystal,pdbbind,no ligand for 2xc0 (pdbbind set)
3aqt,docking,pdbbind,3aqt does not contain any pose data
3aqt,crystal,pdbbind,no ligand for 3aqt (pdbbind set)
3gst,docking,pdbbind,3gst does not contain any pose data
3gst,crystal,pdbbind,no ligand for 3gst (pdbbind set)
3l4v,docking,pdbbind,3l4v does not contain any pose data
3l4v,crystal,pdbbind,no ligand for 3l4v (pdbbind set)
3l4z,docking,pdbbind,3l4z does not contain any pose data
3l4z,crystal,pdbbind,no ligand for 3l4z (pdbbind set)
4djv,docking,pdbbind,4djv does not contain any pose data
4djv,crystal,pdbbind,no ligand for 4djv (pdbbind set)
4flp,docking,pdbbind,4flp does not contain any pose data
4flp,crystal,pdbbind,no ligand for 4flp (pdbbind set)
4i74,docking,pdbbind,4i74 does not contain any pose data
4i74,crystal,pdbbind,no ligand for 4i74 (pdbbind set)
4o0a,docking,pdbbind,4o0a does not contain any pose data
4o0a,crystal,pdbbind,no ligand for 4o0a (pdbbind set)
5o58,docking,pdbbind,5o58 does not contain any pose data
5o58,crystal,pdbbind,no ligand for 5o58 (pdbbind set)
5vb7,docking,pdbbind,5vb7 does not contain any pose data
5vb7,crystal,pdbbind,no ligand for 5vb7 (pdbbind set)
5wa5,docking,pdbbind,5wa5 does not contain any pose data
5wa5,crystal,pdbbind,no ligand for 5wa5 (pdbbind set)
5ya5,docking,pdbbind,5ya5 does not contain any pose data
5ya5,crystal,pdbbind,no ligand for 5ya5 (pdbbind set)
5zhl,docking,pdbbind,5zhl does not contain any pose data
5zhl,crystal,pdbbind,no ligand for 5zhl (pdbbind set)
6fo5,docking,pdbbind,6fo5 does not contain any pose data
6fo5,crystal,pdbbind,no ligand for 6fo5 (pdbbind set)
6qr9,docking,pdbbind,6qr9 does not contain any pose data
6qr9,crystal,pdbbind,no ligand for 6qr9 (pdbbind set)
1wvj,docking,pdbbind,1wvj does not contain any pose data
1wvj,crystal,pdbbind,no ligand for 1wvj (pdbbind set)
4pum,docking,pdbbind,4pum does not contain any pose data
4pum,crystal,pdbbind,no ligand for 4pum (pdbbind set)
4r5b,docking,pdbbind,4r5b does not contain any pose data
4r5b,crystal,pdbbind,no ligand for 4r5b (pdbbind set)
4w9h,docking,pdbbind,4w9h does not contain any pose data
4w9h,crystal,pdbbind,no ligand for 4w9h (pdbbind set)
5am6,docking,pdbbind,5am6 does not contain any pose data
5am6,crystal,pdbbind,no ligand for 5am6 (pdbbind set)
5ia0,docking,pdbbind,5ia0 does not contain any pose data
5ia0,crystal,pdbbind,no ligand for 5ia0 (pdbbind set)
5js3,docking,pdbbind,5js3 does not contain any pose data
5js3,crystal,pdbbind,no ligand for 5js3 (pdbbind set)
1add,docking,pdbbind,1add does not contain any pose data
1add,crystal,pdbbind,no ligand for 1add (pdbbind set)
1usi,docking,pdbbind,1usi does not contain any pose data
1usi,crystal,pdbbind,no ligand for 1usi (pdbbind set)
2x91,docking,pdbbind,2x91 does not contain any pose data
2x91,crystal,pdbbind,no ligand for 2x91 (pdbbind set)
2zc9,docking,pdbbind,2zc9 does not contain any pose data
2zc9,crystal,pdbbind,no ligand for 2zc9 (pdbbind set)
2zgx,docking,pdbbind,2zgx does not contain any pose data
2zgx,crystal,pdbbind,no ligand for 2zgx (pdbbind set)
3dgo,docking,pdbbind,3dgo does not contain any pose data
3dgo,crystal,pdbbind,no ligand for 3dgo (pdbbind set)
3fzy,docking,pdbbind,3fzy does not contain any pose data
3fzy,crystal,pdbbind,no ligand for 3fzy (pdbbind set)
3m67,docking,pdbbind,3m67 does not contain any pose data
3m67,crystal,pdbbind,no ligand for 3m67 (pdbbind set)
3oim,docking,pdbbind,3oim does not contain any pose data
3oim,crystal,pdbbind,no ligand for 3oim (pdbbind set)
4ca6,docking,pdbbind,4ca6 does not contain any pose data
4ca6,crystal,pdbbind,no ligand for 4ca6 (pdbbind set)
4ew3,docking,pdbbind,4ew3 does not contain any pose data
4ew3,crystal,pdbbind,no ligand for 4ew3 (pdbbind set)
4f9y,docking,pdbbind,4f9y does not contain any pose data
4f9y,crystal,pdbbind,no ligand for 4f9y (pdbbind set)
4lxz,docking,pdbbind,4lxz does not contain any pose data
4lxz,crystal,pdbbind,no ligand for 4lxz (pdbbind set)
5j27,docking,pdbbind,5j27 does not contain any pose data
5j27,crystal,pdbbind,no ligand for 5j27 (pdbbind set)
5nk2,docking,pdbbind,5nk2 does not contain any pose data
5nk2,crystal,pdbbind,no ligand for 5nk2 (pdbbind set)
5za9,docking,pdbbind,5za9 does not contain any pose data
5za9,crystal,pdbbind,no ligand for 5za9 (pdbbind set)
6i66,docking,pdbbind,6i66 does not contain any pose data
6i66,crystal,pdbbind,no ligand for 6i66 (pdbbind set)
6i8y,docking,pdbbind,6i8y does not contain any pose data
6i8y,crystal,pdbbind,no ligand for 6i8y (pdbbind set)
6qqz,docking,pdbbind,6qqz does not contain any pose data
6qqz,crystal,pdbbind,no ligand for 6qqz (pdbbind set)
3ikd,docking,pdbbind,3ikd does not contain any pose data
3ikd,crystal,pdbbind,no ligand for 3ikd (pdbbind set)
4cwt,docking,pdbbind,4cwt does not contain any pose data
4cwt,crystal,pdbbind,no ligand for 4cwt (pdbbind set)
6faa,docking,pdbbind,6faa does not contain any pose data
6faa,crystal,pdbbind,no ligand for 6faa (pdbbind set)
2on6,docking,pdbbind,2on6 does not contain any pose data
2on6,crystal,pdbbind,no ligand for 2on6 (pdbbind set)
4pvx,docking,pdbbind,4pvx does not contain any pose data
4pvx,crystal,pdbbind,no ligand for 4pvx (pdbbind set)
5wa9,docking,pdbbind,5wa9 does not contain any pose data
5wa9,crystal,pdbbind,no ligand for 5wa9 (pdbbind set)
6f9v,docking,pdbbind,6f9v does not contain any pose data
6f9v,crystal,pdbbind,no ligand for 6f9v (pdbbind set)
1o30,docking,pdbbind,1o30 does not contain any pose data
1o30,crystal,pdbbind,no ligand for 1o30 (pdbbind set)
1o3j,docking,pdbbind,1o3j does not contain any pose data
1o3j,crystal,pdbbind,no ligand for 1o3j (pdbbind set)
1om1,docking,pdbbind,1om1 does not contain any pose data
1om1,crystal,pdbbind,no ligand for 1om1 (pdbbind set)
1ony,docking,pdbbind,1ony does not contain any pose data
1ony,crystal,pdbbind,no ligand for 1ony (pdbbind set)
1qb1,docking,pdbbind,1qb1 does not contain any pose data
1qb1,crystal,pdbbind,no ligand for 1qb1 (pdbbind set)
3fas,docking,pdbbind,3fas does not contain any pose data
3fas,crystal,pdbbind,no ligand for 3fas (pdbbind set)
3fvn,docking,pdbbind,3fvn does not contain any pose data
3fvn,crystal,pdbbind,no ligand for 3fvn (pdbbind set)
3m40,docking,pdbbind,3m40 does not contain any pose data
3m40,crystal,pdbbind,no ligand for 3m40 (pdbbind set)
4cwp,docking,pdbbind,4cwp does not contain any pose data
4cwp,crystal,pdbbind,no ligand for 4cwp (pdbbind set)
4loi,docking,pdbbind,4loi does not contain any pose data
4loi,crystal,pdbbind,no ligand for 4loi (pdbbind set)
4x48,docking,pdbbind,4x48 does not contain any pose data
4x48,crystal,pdbbind,no ligand for 4x48 (pdbbind set)
5ayt,docking,pdbbind,5ayt does not contain any pose data
5ayt,crystal,pdbbind,no ligand for 5ayt (pdbbind set)
5fh8,docking,pdbbind,5fh8 does not contain any pose data
5fh8,crystal,pdbbind,no ligand for 5fh8 (pdbbind set)
5nvw,docking,pdbbind,5nvw does not contain any pose data
5nvw,crystal,pdbbind,no ligand for 5nvw (pdbbind set)
6g2o,docking,pdbbind,6g2o does not contain any pose data
6g2o,crystal,pdbbind,no ligand for 6g2o (pdbbind set)
3gcu,docking,pdbbind,3gcu does not contain any pose data
3gcu,crystal,pdbbind,no ligand for 3gcu (pdbbind set)
5yh8,docking,pdbbind,5yh8 does not contain any pose data
5yh8,crystal,pdbbind,no ligand for 5yh8 (pdbbind set)
5zaf,docking,pdbbind,5zaf does not contain any pose data
5zaf,crystal,pdbbind,no ligand for 5zaf (pdbbind set)
6g7a,docking,pdbbind,6g7a does not contain any pose data
6g7a,crystal,pdbbind,no ligand for 6g7a (pdbbind set)
6sbt,docking,pdbbind,6sbt does not contain any pose data
6sbt,crystal,pdbbind,no ligand for 6sbt (pdbbind set)
2rcb,docking,pdbbind,2rcb does not contain any pose data
2rcb,crystal,pdbbind,no ligand for 2rcb (pdbbind set)
3su0,docking,pdbbind,3su0 does not contain any pose data
3su0,crystal,pdbbind,no ligand for 3su0 (pdbbind set)
4ogj,docking,pdbbind,4ogj does not contain any pose data
4ogj,crystal,pdbbind,no ligand for 4ogj (pdbbind set)
5y94,docking,pdbbind,5y94 does not contain any pose data
5y94,crystal,pdbbind,no ligand for 5y94 (pdbbind set)
6s4n,docking,pdbbind,6s4n does not contain any pose data
6s4n,crystal,pdbbind,no ligand for 6s4n (pdbbind set)
1fl3,docking,pdbbind,1fl3 does not contain any pose data
1fl3,crystal,pdbbind,no ligand for 1fl3 (pdbbind set)
1nq7,docking,pdbbind,1nq7 does not contain any pose data
1nq7,crystal,pdbbind,no ligand for 1nq7 (pdbbind set)
1p1n,docking,pdbbind,1p1n does not contain any pose data
1p1n,crystal,pdbbind,no ligand for 1p1n (pdbbind set)
2xhm,docking,pdbbind,2xhm does not contain any pose data
2xhm,crystal,pdbbind,no ligand for 2xhm (pdbbind set)
3c88,docking,pdbbind,3c88 does not contain any pose data
3c88,crystal,pdbbind,no ligand for 3c88 (pdbbind set)
3fx6,docking,pdbbind,3fx6 does not contain any pose data
3fx6,crystal,pdbbind,no ligand for 3fx6 (pdbbind set)
3s2v,docking,pdbbind,3s2v does not contain any pose data
3s2v,crystal,pdbbind,no ligand for 3s2v (pdbbind set)
5j8m,docking,pdbbind,5j8m does not contain any pose data
5j8m,crystal,pdbbind,no ligand for 5j8m (pdbbind set)
5nk6,docking,pdbbind,5nk6 does not contain any pose data
5nk6,crystal,pdbbind,no ligand for 5nk6 (pdbbind set)
6i62,docking,pdbbind,6i62 does not contain any pose data
6i62,crystal,pdbbind,no ligand for 6i62 (pdbbind set)
6np2,docking,pdbbind,6np2 does not contain any pose data
6np2,crystal,pdbbind,no ligand for 6np2 (pdbbind set)
2uwp,docking,pdbbind,2uwp does not contain any pose data
2uwp,crystal,pdbbind,no ligand for 2uwp (pdbbind set)
5zae,docking,pdbbind,5zae does not contain any pose data
5zae,crystal,pdbbind,no ligand for 5zae (pdbbind set)
1drk,docking,pdbbind,1drk does not contain any pose data
1drk,crystal,pdbbind,no ligand for 1drk (pdbbind set)
1fhd,docking,pdbbind,1fhd does not contain any pose data
1fhd,crystal,pdbbind,no ligand for 1fhd (pdbbind set)
1jeu,docking,pdbbind,1jeu does not contain any pose data
1jeu,crystal,pdbbind,no ligand for 1jeu (pdbbind set)
1k1n,docking,pdbbind,1k1n does not contain any pose data
1k1n,crystal,pdbbind,no ligand for 1k1n (pdbbind set)
1lrh,docking,pdbbind,1lrh does not contain any pose data
1lrh,crystal,pdbbind,no ligand for 1lrh (pdbbind set)
1o38,docking,pdbbind,1o38 does not contain any pose data
1o38,crystal,pdbbind,no ligand for 1o38 (pdbbind set)
1uwf,docking,pdbbind,1uwf does not contain any pose data
1uwf,crystal,pdbbind,no ligand for 1uwf (pdbbind set)
2b1i,docking,pdbbind,2b1i does not contain any pose data
2b1i,crystal,pdbbind,no ligand for 2b1i (pdbbind set)
2c94,docking,pdbbind,2c94 does not contain any pose data
2c94,crystal,pdbbind,no ligand for 2c94 (pdbbind set)
2oxd,docking,pdbbind,2oxd does not contain any pose data
2oxd,crystal,pdbbind,no ligand for 2oxd (pdbbind set)
2pym,docking,pdbbind,2pym does not contain any pose data
2pym,crystal,pdbbind,no ligand for 2pym (pdbbind set)
2rfh,docking,pdbbind,2rfh does not contain any pose data
2rfh,crystal,pdbbind,no ligand for 2rfh (pdbbind set)
2v8w,docking,pdbbind,2v8w does not contain any pose data
2v8w,crystal,pdbbind,no ligand for 2v8w (pdbbind set)
2xyd,docking,pdbbind,2xyd does not contain any pose data
2xyd,crystal,pdbbind,no ligand for 2xyd (pdbbind set)
2zq0,docking,pdbbind,2zq0 does not contain any pose data
2zq0,crystal,pdbbind,no ligand for 2zq0 (pdbbind set)
3dx2,docking,pdbbind,3dx2 does not contain any pose data
3dx2,crystal,pdbbind,no ligand for 3dx2 (pdbbind set)
3m3x,docking,pdbbind,3m3x does not contain any pose data
3m3x,crystal,pdbbind,no ligand for 3m3x (pdbbind set)
3s75,docking,pdbbind,3s75 does not contain any pose data
3s75,crystal,pdbbind,no ligand for 3s75 (pdbbind set)
4nue,docking,pdbbind,4nue does not contain any pose data
4nue,crystal,pdbbind,no ligand for 4nue (pdbbind set)
4qy3,docking,pdbbind,4qy3 does not contain any pose data
4qy3,crystal,pdbbind,no ligand for 4qy3 (pdbbind set)
5exw,docking,pdbbind,5exw does not contain any pose data
5exw,crystal,pdbbind,no ligand for 5exw (pdbbind set)
5vcv,docking,pdbbind,5vcv does not contain any pose data
5vcv,crystal,pdbbind,no ligand for 5vcv (pdbbind set)
2xnb,docking,pdbbind,2xnb does not contain any pose data
2xnb,crystal,pdbbind,no ligand for 2xnb (pdbbind set)
6e7r,docking,pdbbind,6e7r does not contain any pose data
6e7r,crystal,pdbbind,no ligand for 6e7r (pdbbind set)
1bhx,docking,pdbbind,1bhx does not contain any pose data
1bhx,crystal,pdbbind,no ligand for 1bhx (pdbbind set)
2y5g,docking,pdbbind,2y5g does not contain any pose data
2y5g,crystal,pdbbind,no ligand for 2y5g (pdbbind set)
3ewj,docking,pdbbind,3ewj does not contain any pose data
